age,sex,educ,race,income,married
27,1,1,1,17100,1
31,1,2,1,8400,1
43,0,1,2,10000,0
41,1,1,2,35000,1
45,0,2,1,7000,1
28,0,2,1,2200,0
22,0,1,2,30000,1
37,1,2,1,4800,1
40,0,1,1,7200,1
28,1,2,1,15400,1
21,0,1,1,44000,1
24,0,1,1,138300,1
26,1,1,1,0,0
49,1,1,2,34000,0
41,0,1,1,44500,0
28,1,2,1,7000,1
31,0,1,1,54000,1
32,1,2,1,70000,1
39,0,1,2,16940,0
24,0,2,1,0,1
33,0,1,2,28900,1
49,0,2,1,0,0
41,0,2,1,28900,1
46,1,1,1,0,1
45,1,1,1,0,0
28,1,1,1,13000,0
46,1,1,1,10500,1
44,0,2,1,382000,1
21,1,2,2,20300,1
38,0,2,1,52000,1
22,1,1,1,0,0
26,1,1,2,7200,1
40,0,2,1,38000,0
38,1,2,2,13500,0
46,0,1,2,138100,0
38,1,2,2,15000,1
40,0,1,2,0,0
46,1,1,1,0,1
21,0,1,1,35300,0
34,0,2,1,80000,0
38,1,2,1,3500,1
40,0,2,2,24000,0
40,1,2,2,0,1
41,0,2,2,61900,1
43,1,1,2,10600,0
28,1,1,1,4000,1
42,1,1,1,8400,0
23,0,2,2,23500,0
32,0,1,2,42000,1
41,1,1,1,10000,1
28,1,2,1,0,1
31,0,2,2,12000,0
39,1,1,2,0,0
37,0,2,2,9100,1
22,1,1,1,28000,1
25,1,2,2,14400,0
23,1,1,1,0,0
40,0,2,1,60000,1
24,0,1,2,22800,0
28,1,1,2,18000,0
35,1,1,1,42800,0
24,0,1,2,22300,0
30,1,1,2,5900,0
43,1,1,2,5450,1
48,1,1,2,0,1
44,1,1,2,0,1
42,1,1,1,10500,0
44,0,2,1,36000,1
40,0,1,1,30000,1
37,1,1,1,38700,1
26,1,1,1,10700,1
45,0,2,1,6100,0
39,1,1,2,118000,0
40,1,1,1,41600,0
44,1,1,2,0,1
38,1,2,2,8000,1
32,1,2,2,9300,0
39,1,2,1,4930,1
24,1,2,1,1200,1
24,0,1,1,16000,1
36,0,1,1,0,0
35,0,2,1,25000,1
37,0,1,1,4200,0
31,1,2,1,3200,0
44,0,1,1,28000,0
27,0,1,1,70000,1
22,1,2,2,69200,0
21,1,1,1,1000,1
26,1,2,1,7200,0
48,0,1,2,5000,0
38,1,2,1,2500,0
28,0,1,2,35400,0
36,1,1,1,4200,0
40,1,2,1,19400,0
43,0,1,1,18500,0
33,0,2,2,1e+05,1
37,1,2,2,11000,1
29,1,2,2,38000,0
49,0,2,1,99000,1
40,0,2,2,7200,0
47,0,1,2,7000,0
40,1,2,2,100,0
39,1,1,1,20200,1
46,0,2,2,55000,1
41,0,2,2,56300,1
49,0,2,1,36000,0
32,1,1,1,6000,0
27,0,2,1,95300,1
37,1,2,1,10284,0
28,1,2,2,37000,0
43,0,2,2,46050,1
21,0,2,1,23100,0
24,1,1,1,19000,1
40,0,2,1,1500,0
28,0,1,1,0,1
26,0,2,2,20700,1
34,1,1,2,8600,0
22,1,1,1,0,0
29,0,2,1,90300,1
23,0,2,2,15600,0
37,0,1,2,54600,1
44,0,1,2,0,0
31,1,2,1,39000,0
41,0,1,1,20000,0
28,0,1,1,13000,0
45,1,1,1,30000,1
45,0,2,1,13500,1
43,0,2,1,10000,0
36,0,2,2,17900,1
38,1,1,1,8400,0
37,1,2,1,8000,1
24,0,2,1,30300,1
34,1,1,1,4000,0
44,1,1,1,20000,1
22,1,2,1,38600,0
40,1,1,2,0,0
46,1,2,2,9900,0
36,0,1,2,0,0
31,1,1,1,25000,1
34,1,1,2,67000,0
33,1,2,1,3000,0
24,1,2,2,0,1
36,0,2,1,14000,1
24,0,1,1,0,0
42,0,2,1,109000,0
47,1,1,2,10000,0
32,1,1,1,14600,0
24,1,2,1,0,1
46,0,1,1,16300,1
37,0,2,2,28000,1
37,1,2,1,51350,1
49,1,1,1,0,1
28,1,1,2,18500,1
48,0,2,2,25900,0
40,1,2,2,47800,0
30,0,2,2,17700,1
21,0,2,2,700,0
33,0,2,2,16000,1
47,1,1,1,35000,0
30,0,1,2,36500,1
44,0,2,2,23500,1
31,0,2,1,76800,1
31,1,1,2,52120,0
46,0,1,2,17000,0
33,1,1,1,38000,1
42,1,2,1,9000,1
36,1,1,1,13300,1
41,0,1,2,60100,1
46,0,1,2,95000,1
46,1,1,2,2000,1
28,0,1,2,64000,1
34,1,2,2,0,1
41,0,1,1,38000,0
30,1,1,2,9000,0
48,0,1,2,54300,1
38,1,2,2,5000,1
34,0,1,1,90580,1
29,1,1,2,5100,1
42,0,2,2,22000,0
42,1,2,2,8700,0
30,0,1,1,7400,0
24,1,2,2,13100,1
48,0,1,2,30000,0
28,0,2,1,50000,1
26,1,2,1,0,1
41,0,1,1,325000,1
38,0,1,2,64000,1
25,1,1,2,0,1
22,0,2,2,103000,1
34,0,1,2,90300,1
36,0,2,2,60000,0
40,0,1,2,21100,1
32,0,1,1,31000,1
49,1,1,1,8610,0
24,0,1,2,44200,0
42,1,1,2,4600,0
34,0,2,1,7200,0
37,1,2,1,7000,0
22,1,2,2,10800,1
36,1,2,2,8200,1
41,1,1,2,10000,1
39,0,1,2,32000,1
39,0,2,2,60000,0
24,1,1,1,0,1
41,0,2,1,19000,1
40,0,1,2,40000,1
31,1,2,2,65000,0
43,1,2,2,3600,1
44,0,2,1,132000,0
33,0,1,2,49000,0
30,0,1,1,66200,0
33,0,2,1,13000,1
23,0,1,1,1600,0
31,0,1,2,123000,1
27,0,2,2,2400,0
45,0,1,1,27000,1
37,0,2,1,80000,1
26,0,1,1,14000,1
42,0,2,1,125700,1
38,1,2,2,80000,0
30,1,1,2,0,1
35,1,2,1,3030,0
44,1,2,2,2100,0
32,1,2,2,17100,0
47,1,2,2,13000,0
47,0,1,2,33400,1
31,0,1,1,0,1
35,1,2,2,60000,0
29,0,2,1,38000,1
37,1,1,2,12600,0
28,1,1,2,3200,0
35,0,1,2,41300,1
26,0,1,2,50000,1
34,1,2,2,31900,1
21,0,2,2,140000,1
25,1,1,1,12000,0
35,1,1,2,29900,0
29,1,1,1,31030,1
40,0,1,2,760,0
47,0,1,2,57000,0
48,0,1,1,19200,1
47,0,2,2,46000,0
26,1,2,2,30000,0
40,1,1,2,0,0
27,0,1,1,42500,1
26,0,2,2,12100,0
26,1,1,1,25000,1
36,1,1,1,0,0
34,0,1,1,10100,1
41,0,2,2,44000,1
41,1,1,1,13800,1
31,1,1,2,15200,1
39,0,1,1,14000,1
32,1,1,2,59000,1
27,0,2,2,51100,1
28,0,2,2,27500,1
45,0,1,1,45000,1
34,1,1,1,24000,1
22,1,2,1,2200,0
28,0,2,1,151800,1
40,0,2,2,80000,1
31,1,1,2,0,1
47,0,2,1,38800,1
45,0,1,2,40900,1
41,1,1,2,6400,0
26,1,1,2,30000,0
35,0,1,1,32000,1
48,0,2,2,40000,0
32,1,1,1,7900,0
27,1,2,1,4600,1
23,0,2,1,16900,1
40,1,2,1,0,1
25,1,2,2,1100,0
38,0,2,2,13400,1
23,0,1,2,40000,1
41,1,1,1,19000,0
30,0,1,1,22000,1
33,0,1,2,0,0
24,0,1,2,4000,1
38,1,2,1,460,1
36,0,2,1,14300,0
48,0,1,2,60400,1
22,1,1,2,5000,0
27,0,2,2,0,0
36,1,1,2,11900,1
34,1,1,2,18000,1
25,1,1,2,50020,1
40,0,1,1,6000,0
46,1,1,1,29100,1
36,0,1,2,35000,1
24,1,2,2,16600,1
34,0,1,2,25000,0
45,0,2,2,280,0
30,1,1,2,7200,0
40,1,2,2,13000,0
45,1,2,2,18500,0
46,0,2,2,45000,0
37,1,1,1,39300,1
32,1,1,1,50000,0
37,0,1,1,1e+05,1
24,0,2,1,93700,1
24,1,1,1,2000,0
48,1,2,2,35500,1
37,0,1,2,84900,1
35,0,2,2,71600,1
30,0,2,2,29400,0
29,0,2,2,72000,0
48,0,2,1,17400,1
45,0,2,1,5200,0
40,0,1,2,34440,1
42,0,2,1,22900,1
24,1,2,2,7000,1
31,1,1,2,0,0
37,0,2,2,343000,1
38,0,2,2,4500,0
40,1,1,2,0,1
47,0,2,1,7000,1
46,1,1,2,8320,0
39,0,1,2,29000,0
33,0,1,1,76000,1
28,0,2,1,48800,1
38,0,1,1,325000,1
21,0,1,2,12600,1
42,0,2,2,36100,0
38,1,2,2,9600,0
29,0,2,2,64000,1
25,1,2,1,9000,0
31,0,2,2,30200,0
49,1,1,2,12100,0
35,0,2,2,0,0
24,1,2,1,0,1
23,0,1,2,9000,1
49,0,1,2,325000,1
43,1,2,1,12000,1
23,0,1,2,85000,1
22,0,2,1,25000,0
34,1,2,2,10100,0
36,0,2,1,32000,0
27,1,2,1,92000,0
42,0,1,1,2000,1
35,1,2,1,24000,0
44,1,1,2,28250,0
33,1,1,2,9600,0
37,0,2,1,33000,0
49,1,1,1,7500,1
48,1,1,2,26000,1
28,1,2,2,11700,1
46,1,1,2,7000,1
44,0,2,2,50000,0
28,0,1,1,14000,0
32,0,1,1,325000,0
40,0,2,2,50000,0
21,1,1,2,328700,1
29,0,1,1,15000,0
26,0,1,2,81000,1
26,1,2,1,62600,1
35,1,1,1,6200,1
44,1,1,2,33000,1
22,0,2,2,1e+05,0
49,0,1,2,67500,0
47,0,2,1,12000,0
49,0,2,1,38000,0
31,0,1,2,39200,1
36,0,1,2,9600,1
32,0,2,2,0,0
36,1,1,2,106200,0
42,0,2,2,0,0
41,1,1,1,3400,0
40,0,1,1,38500,1
21,1,2,2,0,1
24,1,1,2,11100,0
46,1,1,1,11000,0
27,1,2,2,10000,0
48,0,2,2,63000,1
39,0,2,1,25000,0
41,0,1,2,69200,1
22,0,2,2,20900,1
24,1,2,2,54260,0
43,1,1,1,25000,0
23,1,1,2,21150,0
41,1,2,1,30400,0
21,1,1,1,30000,0
27,1,2,1,24000,0
41,1,2,2,26100,1
47,0,1,2,76000,1
27,1,1,2,21000,0
40,1,2,1,9800,0
42,1,1,1,31000,1
33,1,2,2,6300,0
44,1,2,2,9000,0
29,1,1,2,116070,0
24,1,1,1,3100,1
45,0,1,2,14000,1
39,0,1,1,29800,1
28,1,1,2,0,1
45,1,2,2,13000,0
42,0,1,2,0,0
24,1,1,1,11500,1
34,1,2,2,26700,1
47,0,2,1,10800,1
32,0,2,1,36000,1
45,0,1,1,7000,0
34,0,1,2,96000,0
43,0,1,1,159000,0
47,0,2,1,75000,1
43,0,2,1,77000,1
43,1,1,1,10000,0
25,0,1,1,62000,0
30,0,2,1,50000,1
31,1,2,1,6500,0
30,0,2,2,30000,0
23,0,1,1,26800,1
48,1,2,1,8800,1
22,1,2,2,18300,0
49,1,1,2,35200,1
31,1,1,2,30380,0
25,0,2,2,46100,1
41,0,2,1,18000,1
23,0,1,2,152000,0
44,0,2,1,93400,1
30,0,2,1,65000,1
22,0,1,2,19600,0
23,0,1,1,12700,1
22,0,2,1,33400,1
41,0,1,1,13700,0
45,0,2,1,21500,0
43,0,2,1,22700,1
38,1,1,1,23000,0
23,0,1,2,36000,1
39,0,1,1,43600,1
47,0,2,1,14000,0
23,1,1,1,0,1
44,1,1,1,0,0
35,0,2,1,2600,0
25,1,1,1,40020,1
48,0,1,1,61130,1
47,1,1,1,15000,0
49,1,2,1,17000,1
45,0,2,1,1000,1
22,0,2,1,0,0
49,1,1,2,4000,0
49,0,1,1,42000,1
32,1,1,1,0,0
40,0,2,2,110000,1
46,0,1,2,40800,1
26,1,2,2,1600,0
42,1,2,1,14700,1
45,0,1,1,29000,0
35,1,1,2,25200,0
36,1,2,1,35000,1
38,0,2,2,0,1
34,1,1,1,2000,1
24,1,1,2,42500,0
47,1,1,1,3600,1
21,1,2,1,84000,1
21,1,2,1,12800,0
38,1,2,2,60000,0
21,0,1,2,25000,1
45,0,2,1,0,0
41,0,2,2,20000,0
35,1,1,1,3000,1
37,0,2,1,16300,1
39,1,2,1,31000,1
33,1,2,2,10000,0
37,0,2,2,20000,0
43,1,2,2,325000,0
47,0,1,1,135000,1
31,0,1,2,6300,0
34,1,2,2,10800,0
21,0,2,1,5100,0
28,0,2,2,3600,0
29,1,1,2,7000,1
38,0,1,1,47000,0
25,1,2,2,14120,0
36,0,2,2,32000,1
25,0,2,1,58400,1
48,0,1,2,16000,0
40,0,1,2,18000,1
40,0,1,2,0,1
38,1,2,2,22800,0
41,1,1,1,420500,0
47,1,2,1,34000,1
39,0,2,1,230,1
46,0,2,1,5800,0
45,1,1,2,3000,0
48,1,2,2,103000,1
36,0,2,2,56020,1
31,0,1,2,22700,1
25,1,2,2,28900,0
41,0,2,2,17900,0
31,0,2,2,0,0
43,1,2,2,34200,0
36,1,1,1,37800,1
44,1,2,2,0,1
41,0,1,2,4000,0
23,0,1,1,28900,1
31,1,2,2,0,1
25,1,2,1,6000,1
46,1,2,2,26600,0
24,1,1,1,0,1
34,1,2,1,13700,1
43,1,1,2,5000,0
23,1,2,1,26500,0
47,1,2,1,8500,0
24,1,2,2,20000,0
39,1,1,1,21600,1
22,0,2,2,1300,0
47,1,2,1,19100,1
29,1,2,1,44000,0
25,1,1,1,0,1
39,1,1,1,38000,0
47,1,2,1,9500,1
37,0,1,2,19400,0
29,0,1,2,30000,1
43,1,2,1,13800,0
46,1,1,2,26200,1
46,0,1,2,5540,1
21,1,1,2,1100,0
26,1,2,1,13700,0
42,1,1,1,39000,1
32,0,1,1,120000,1
22,1,1,2,1e+05,1
41,1,1,2,45000,1
26,0,1,2,25200,1
37,0,2,2,80200,1
33,1,1,2,7200,1
38,0,1,1,82260,1
21,0,2,1,95000,1
26,0,2,1,57000,0
24,0,2,2,45000,1
35,1,1,1,24000,0
39,1,1,2,5000,1
42,0,1,1,62000,1
26,0,2,1,57370,1
43,0,2,1,12000,0
23,0,1,1,24000,0
42,0,2,2,80600,0
24,1,2,1,13000,1
33,1,1,1,0,1
31,1,1,2,14000,0
42,1,2,1,40100,0
39,0,2,1,30000,1
22,0,1,1,9000,0
22,0,2,2,0,1
41,0,2,1,7200,1
28,1,2,1,40200,0
31,0,2,1,251000,1
46,1,1,1,21500,1
30,0,2,2,18000,0
36,1,2,1,14000,0
45,0,1,1,13000,1
32,0,1,2,30000,1
49,1,1,1,0,1
26,0,2,2,56420,1
47,1,2,2,31000,0
27,1,1,2,34480,0
31,0,1,2,88000,1
44,1,2,2,5000,0
22,0,2,1,39000,0
31,0,2,2,8300,0
41,0,2,2,2000,1
27,1,1,2,12500,0
23,1,2,1,35600,0
34,0,2,1,7000,0
37,1,2,2,25000,0
41,1,1,1,27000,1
45,0,2,2,23600,1
49,0,2,2,15900,1
35,1,1,1,0,1
40,0,1,2,72000,1
35,0,1,1,71050,1
32,1,2,1,332200,1
49,1,2,1,11800,1
48,1,1,2,325000,1
46,1,2,2,0,1
27,0,2,1,20000,0
48,0,1,1,1900,0
43,1,1,2,35000,0
30,0,1,1,22900,0
31,1,1,2,8700,0
35,1,1,1,0,1
29,0,1,1,120000,0
44,0,1,2,0,0
25,1,2,2,62000,0
29,1,1,2,5600,0
26,1,2,2,8900,0
41,0,2,1,23000,0
43,0,2,2,12000,0
29,0,1,1,80080,0
41,1,2,1,1000,0
35,0,2,1,11000,1
33,1,2,2,58500,0
33,0,1,1,0,0
36,0,2,1,1e+05,1
48,0,1,2,140000,1
23,1,1,2,60000,1
41,0,2,2,43120,1
30,0,2,1,20000,0
31,1,2,2,3600,1
30,1,1,1,18000,0
46,1,1,1,14500,0
27,0,1,1,12000,0
21,0,2,1,91100,1
31,0,2,2,52800,1
44,0,2,2,19000,0
26,1,1,2,0,0
33,0,1,2,0,0
49,0,2,1,23000,1
34,1,1,2,3200,0
24,1,1,2,10000,1
32,0,1,2,21000,1
34,1,1,1,0,1
29,0,2,2,3000,1
26,0,2,2,17200,1
26,1,2,2,1200,0
34,1,2,2,0,1
49,0,2,2,4000,0
32,1,2,2,33000,0
45,0,1,2,50000,0
44,0,2,2,251000,1
27,1,1,2,11600,1
44,1,1,2,24500,1
27,1,2,2,0,0
49,1,1,2,1600,0
36,0,1,2,90000,1
41,1,1,1,0,1
31,0,2,1,15000,0
48,0,1,2,16500,0
27,1,2,2,88200,0
25,1,1,1,8800,0
27,1,1,2,66000,1
45,0,2,2,38300,0
35,0,1,2,23100,0
41,0,1,1,14800,1
35,1,2,1,60000,1
46,0,1,2,28000,1
45,1,2,2,12700,0
47,0,1,2,75000,1
44,0,1,2,500,0
40,0,1,1,14000,1
26,1,2,1,0,1
33,1,1,2,0,1
31,1,2,2,6000,0
41,1,1,2,10200,0
24,0,2,2,23000,1
37,1,1,1,0,1
42,1,2,2,38030,0
21,1,1,2,1700,1
26,1,1,2,18000,0
35,0,2,2,0,0
43,0,1,2,70000,1
46,1,1,1,39000,1
49,1,2,1,13000,0
38,0,2,2,15500,0
38,0,1,1,1e+05,1
23,0,2,1,1700,1
43,1,2,1,62000,1
38,0,1,2,26000,0
26,1,2,2,7770,0
49,0,2,2,275000,0
41,0,2,2,100050,1
45,1,2,1,36810,0
23,0,2,1,6500,1
36,0,1,2,26750,1
23,1,1,2,8100,0
24,0,2,1,61250,1
34,1,1,1,6050,1
31,1,1,1,15000,0
36,1,1,2,57130,1
33,1,2,2,10000,0
29,0,2,1,0,1
37,0,2,2,26550,1
36,0,2,2,92200,1
29,1,2,1,32000,1
23,0,1,1,48000,1
42,0,1,1,5400,1
32,1,2,2,200,1
39,0,2,2,2000,0
43,0,1,2,24200,0
29,1,2,1,0,0
24,0,2,1,22000,1
33,1,1,2,500,1
28,1,2,1,66400,0
